Unnamed: 0,brand_powertrain,attention_score
制动点头,比亚迪 插电式混合动力 增程式,6.411
除雾功能,比亚迪 插电式混合动力 增程式,6.872
除霜功能,比亚迪 插电式混合动力 增程式,6.871
燃油牌号,比亚迪 插电式混合动力 增程式,6.477
遮阳板,比亚迪 插电式混合动力 增程式,6.544
爬长坡性能,比亚迪 插电式混合动力 增程式,7.016
立柱扶手,比亚迪 插电式混合动力 增程式,5.99
减速玻璃,比亚迪 插电式混合动力 增程式,6.612
轮胎外观,比亚迪 插电式混合动力 增程式,6.268
松油门阻止感,比亚迪 插电式混合动力 增程式,6.419
二三排控制区功能,比亚迪 插电式混合动力 增程式,6.26
空气弹簧,比亚迪 插电式混合动力 增程式,5.985
个性化元素,比亚迪 插电式混合动力 增程式,6.77
主动阻尼悬挂,比亚迪 插电式混合动力 增程式,6.01
陡坡缓降,比亚迪 插电式混合动力 增程式,6.518
后视镜外观,比亚迪 插电式混合动力 增程式,6.514
接缝大小及均匀性,比亚迪 插电式混合动力 增程式,6.654
门把手外观,比亚迪 插电式混合动力 增程式,6.524
卡钳外观,比亚迪 插电式混合动力 增程式,6.212
雨刮器外观,比亚迪 插电式混合动力 增程式,6.053
性价比,比亚迪 纯电动,7.664
外观风格,比亚迪 纯电动,7.861
内饰风格,比亚迪 纯电动,7.125
零百加速,比亚迪 纯电动,7.552
腿部空间,比亚迪 纯电动,7.371
后备箱及周边空间,比亚迪 纯电动,6.836
动力模式切换平顺性,比亚迪 纯电动,7.144
头部空间,比亚迪 纯电动,7.222
日常实际使用电耗,比亚迪 纯电动,6.972
悬架滤振,比亚迪 纯电动,6.764
油门响应,比亚迪 纯电动,7.463
座椅材质,比亚迪 纯电动,7.081
转向精准度,比亚迪 纯电动,7.264
内饰材料及环保,比亚迪 纯电动,6.693
加速平顺性,比亚迪 纯电动,7.606
前脸外观,比亚迪 纯电动,7.81
隔音,比亚迪 纯电动,6.78
车尾外观,比亚迪 纯电动,7.3
车机系统可靠性,比亚迪 纯电动,6.962
车内布局,比亚迪 纯电动,6.996
色彩搭配,比亚迪 纯电动,6.955
中控屏功能,比亚迪 纯电动,7.422
方向盘轻重调节,比亚迪 纯电动,6.99
整车色彩,比亚迪 纯电动,6.962
高速再加速性能,比亚迪 纯电动,7.165
电耗WLTC,比亚迪 纯电动,6.805
语音控制,比亚迪 纯电动,7.129
换挡平顺性,比亚迪 纯电动,7.108
车身比例,比亚迪 纯电动,7.11
风噪,比亚迪 纯电动,6.315
最长续航里程,比亚迪 纯电动,7.289
智能交互,比亚迪 纯电动,7.184
质感、做工,比亚迪 纯电动,6.992
动力系统可靠／耐久,比亚迪 纯电动,7.052
空调制冷速度,比亚迪 纯电动,7.174
NVH异响,比亚迪 纯电动,6.333
座椅宽度,比亚迪 纯电动,7.094
电耗CLTC,比亚迪 纯电动,6.807
路噪,比亚迪 纯电动,6.361
异味,比亚迪 纯电动,5.621
储物,比亚迪 纯电动,6.892
车机屏幕分辨率,比亚迪 纯电动,7.252
辅助驾驶车道保持,比亚迪 纯电动,6.893
自适应巡航,比亚迪 纯电动,6.909
空调制热速度,比亚迪 纯电动,7.099
座椅加热,比亚迪 纯电动,6.955
响应速度,比亚迪 纯电动,7.135
座椅调节便利性,比亚迪 纯电动,7.05
坐垫厚度,比亚迪 纯电动,7.115
自动泊车,比亚迪 纯电动,6.861
氛围灯,比亚迪 纯电动,6.567
发动机噪音,比亚迪 纯电动,6.476
自动紧急制动,比亚迪 纯电动,7.007
座椅通风,比亚迪 纯电动,6.735
空调与通风,比亚迪 纯电动,7.028
桌面APP,比亚迪 纯电动,6.909
气囊,比亚迪 纯电动,6.999
安全带,比亚迪 纯电动,6.986
底盘系统可靠／耐久,比亚迪 纯电动,6.913
车身系统可靠／耐久,比亚迪 纯电动,6.993
车道偏离预警,比亚迪 纯电动,6.974
制动距离,比亚迪 纯电动,6.993
前碰撞预警,比亚迪 纯电动,6.968
厂家口碑,比亚迪 纯电动,7.154
车身刚度,比亚迪 纯电动,7.022
事故车门自动解锁,比亚迪 纯电动,6.949
屏幕尺寸,比亚迪 纯电动,7.237
桌面布局,比亚迪 纯电动,6.922
交互便利性,比亚迪 纯电动,7.16
远程启动／关闭空调,比亚迪 纯电动,7.01
事故车窗自动下降,比亚迪 纯电动,6.828
盲区检测,比亚迪 纯电动,6.917
气帘,比亚迪 纯电动,6.984
儿童安全锁,比亚迪 纯电动,6.843
事故自动下电,比亚迪 纯电动,6.946
电池回收,比亚迪 纯电动,6.851
冬季城市纯电续航,比亚迪 纯电动,6.387
远程解锁／上锁,比亚迪 纯电动,6.981
排放,比亚迪 纯电动,7.329
PM2.5过滤,比亚迪 纯电动,7.096
耐腐蚀性,比亚迪 纯电动,6.847
应急照明,比亚迪 纯电动,6.824
车门防夹,比亚迪 纯电动,6.931
碳足迹,比亚迪 纯电动,6.919
过弯侧倾抑制,比亚迪 纯电动,6.837
座椅臀部支撑程度,比亚迪 纯电动,7.113
远程车辆状态查看,比亚迪 纯电动,6.881
座椅靠背角度调节,比亚迪 纯电动,7.069
传感器可靠性,比亚迪 纯电动,6.804
车机芯片算力,比亚迪 纯电动,7.026
座椅调整防夹,比亚迪 纯电动,6.844
三脚架,比亚迪 纯电动,6.579
耐热,比亚迪 纯电动,6.768
耐寒,比亚迪 纯电动,6.737
远程开启／关闭车窗,比亚迪 纯电动,6.796
30%SOC～80%SOC,比亚迪 纯电动,7.214
夏季城市纯电续航,比亚迪 纯电动,6.993
车辆追踪／报警,比亚迪 纯电动,6.763
安全带主动预紧,比亚迪 纯电动,6.958
超充兼容性,比亚迪 纯电动,6.949
防尘,比亚迪 纯电动,6.764
无钥匙进入／启动,比亚迪 纯电动,7.132
仅限用物质,比亚迪 纯电动,6.825
主动安全车道保持,比亚迪 纯电动,6.965
防水,比亚迪 纯电动,6.765
一键寻车,比亚迪 纯电动,6.749
防晒,比亚迪 纯电动,6.768
音响声音分区,比亚迪 纯电动,6.614
正碰时车身强度,比亚迪 纯电动,7.017
侧碰时车身强度,比亚迪 纯电动,7.016
追尾时车身强度,比亚迪 纯电动,7.002
偏置碰时车身强度,比亚迪 纯电动,7.014
车机屏幕数量,比亚迪 纯电动,6.809
座椅位置调节,比亚迪 纯电动,7.068
车距调节,比亚迪 纯电动,6.862
并线辅助,比亚迪 纯电动,6.777
座椅靠背厚度,比亚迪 纯电动,7.057
悬架软硬度,比亚迪 纯电动,6.643
电耗NEDC,比亚迪 纯电动,6.776
开门预警,比亚迪 纯电动,6.852
自动落锁,比亚迪 纯电动,6.931
摄像头,比亚迪 纯电动,6.947
座椅按摩,比亚迪 纯电动,6.178
碰撞后自动拨打120,比亚迪 纯电动,6.856
车内视野,比亚迪 纯电动,6.86
高精地图,比亚迪 纯电动,6.86
热成型钢强度,比亚迪 纯电动,7.01
碰撞解锁,比亚迪 纯电动,6.918
碰撞前车身姿态调整,比亚迪 纯电动,6.459
空调风量,比亚迪 纯电动,7.056
灯光,比亚迪 纯电动,7.353
抬头显示,比亚迪 纯电动,6.315
夜视系统,比亚迪 纯电动,6.141
车内夜间效果,比亚迪 纯电动,6.553
儿童误触碰,比亚迪 纯电动,6.493
车漆质感,比亚迪 纯电动,6.823
涉水深度,比亚迪 纯电动,6.468
夜间行人监测,比亚迪 纯电动,6.231
内饰异响,比亚迪 纯电动,6.075
SOS紧急呼叫,比亚迪 纯电动,6.899
轮胎附着力,比亚迪 纯电动,6.82
坐垫柔软程度,比亚迪 纯电动,7.144
内饰接缝与拼接,比亚迪 纯电动,6.808
隔振,比亚迪 纯电动,6.795
空调出风口设计,比亚迪 纯电动,6.963
CarPlay,比亚迪 纯电动,6.784
自动空调,比亚迪 纯电动,7.264
车载KTV,比亚迪 纯电动,6.021
悬架形式,比亚迪 纯电动,6.794
高清大屏,比亚迪 纯电动,7.465
空调风感,比亚迪 纯电动,6.903
毫米波雷达,比亚迪 纯电动,6.554
方向盘功能,比亚迪 纯电动,6.974
空调噪音,比亚迪 纯电动,6.6
记忆泊车,比亚迪 纯电动,6.163
哨兵模式,比亚迪 纯电动,6.436
手势控制,比亚迪 纯电动,5.958
方向盘虚位,比亚迪 纯电动,6.556
侧面外观,比亚迪 纯电动,7.39
激光雷达,比亚迪 纯电动,5.985
0%SOC～100%SOC,比亚迪 纯电动,6.781
座椅头枕,比亚迪 纯电动,6.963
馈电状态短时最高车速,比亚迪 纯电动,6.599
车载游戏,比亚迪 纯电动,6.032
座椅腰部支撑,比亚迪 纯电动,6.924
360影像,比亚迪 纯电动,7.057
座椅周边储物空间,比亚迪 纯电动,6.534
转弯半径,比亚迪 纯电动,6.634
轴距,比亚迪 纯电动,7.235
方向盘加热,比亚迪 纯电动,6.124
NOA,比亚迪 纯电动,6.287
无图自动驾驶,比亚迪 纯电动,5.969
负离子发生器,比亚迪 纯电动,6.553
座椅折叠后空间,比亚迪 纯电动,6.892
双层玻璃,比亚迪 纯电动,6.595
OTA,比亚迪 纯电动,6.991
车门板储物空间,比亚迪 纯电动,6.728
座椅打孔,比亚迪 纯电动,6.48
冬季高速纯电续航,比亚迪 纯电动,6.308
手部放置空间,比亚迪 纯电动,6.775
座椅腿托,比亚迪 纯电动,6.235
仪表盘,比亚迪 纯电动,6.764
馈电状态可持续最高车速,比亚迪 纯电动,6.592
香氛,比亚迪 纯电动,6.098
满电状态短时最高车速,比亚迪 纯电动,7.184
保值率,比亚迪 纯电动,6.377
前备箱空间,比亚迪 纯电动,5.966
车顶线条,比亚迪 纯电动,6.898
座椅联动,比亚迪 纯电动,6.126
三排进出便利性,比亚迪 纯电动,6.221
维修便利性,比亚迪 纯电动,6.629
无线充电,比亚迪 纯电动,6.238
扶手箱空间,比亚迪 纯电动,6.747
夏季高速纯电续航,比亚迪 纯电动,6.897
满电状态可持续最高车速,比亚迪 纯电动,7.171
空调分区,比亚迪 纯电动,6.987
后轮转向,比亚迪 纯电动,5.868
车窗外观,比亚迪 纯电动,6.584
主动降噪,比亚迪 纯电动,6.523
轮毂外观,比亚迪 纯电动,6.816
灭菌,比亚迪 纯电动,6.379
滤芯更换提醒,比亚迪 纯电动,6.397
中控面板功能,比亚迪 纯电动,7.189
质保时间,比亚迪 纯电动,6.998
手套箱空间,比亚迪 纯电动,6.598
保养周期,比亚迪 纯电动,6.8
靠背加热,比亚迪 纯电动,6.47
主驾操作区功能,比亚迪 纯电动,7.004
车门大小,比亚迪 纯电动,6.648
靠背通风,比亚迪 纯电动,6.285
充电接口,比亚迪 纯电动,6.643
座椅头枕音箱,比亚迪 纯电动,5.945
车门开度,比亚迪 纯电动,6.64
离地间隙,比亚迪 纯电动,6.408
接近角,比亚迪 纯电动,6.323
离去角,比亚迪 纯电动,6.324
转向回正力,比亚迪 纯电动,6.671
开关门质感,比亚迪 纯电动,6.573
可变转向比,比亚迪 纯电动,6.192
悬架高度,比亚迪 纯电动,6.337
小桌板,比亚迪 纯电动,5.907
自动驻车,比亚迪 纯电动,6.959
天窗,比亚迪 纯电动,6.719
制动热衰退,比亚迪 纯电动,6.61
方向盘周边储物空间,比亚迪 纯电动,6.241
儿童座椅适配,比亚迪 纯电动,6.376
遮阳帘功能,比亚迪 纯电动,6.181
后视镜视野,比亚迪 纯电动,6.872
零重力座椅,比亚迪 纯电动,6.062
副驾交互区功能,比亚迪 纯电动,6.371
大床模式空间,比亚迪 纯电动,6.002
转向座椅肋部支撑,比亚迪 纯电动,5.942
座椅老板键,比亚迪 纯电动,5.95
齿轮啸叫,比亚迪 纯电动,6.177
麋鹿测试,比亚迪 纯电动,6.72
车顶扶手,比亚迪 纯电动,5.963
前方视野,比亚迪 纯电动,7.002
电吸门便利性,比亚迪 纯电动,6.056
易损件寿命,比亚迪 纯电动,6.618
敲齿,比亚迪 纯电动,6.167
吭音,比亚迪 纯电动,6.167
门把手便利性,比亚迪 纯电动,6.589
冷暖冰箱,比亚迪 纯电动,5.908
脚部放置空间,比亚迪 纯电动,7.075
女王座椅,比亚迪 纯电动,5.909
爬陡坡性能,比亚迪 纯电动,6.982
三把锁,比亚迪 纯电动,5.874
制动辅助ABS/ESP/EPB,比亚迪 纯电动,7.192
高热工况性能,比亚迪 纯电动,6.785
高寒工况性能,比亚迪 纯电动,6.649
侧面视野,比亚迪 纯电动,6.921
隐私玻璃,比亚迪 纯电动,6.514
防晒车顶玻璃,比亚迪 纯电动,6.439
满/超载工况性能,比亚迪 纯电动,6.765
遮阳帘视野,比亚迪 纯电动,6.259
雨刮器视野,比亚迪 纯电动,6.571
门板功能,比亚迪 纯电动,6.356
高海拔工况性能,比亚迪 纯电动,6.658
过道宽度,比亚迪 纯电动,6.655
实用小配置,比亚迪 纯电动,6.797
制动点头,比亚迪 纯电动,6.423
除雾功能,比亚迪 纯电动,6.85
除霜功能,比亚迪 纯电动,6.853
遮阳板,比亚迪 纯电动,6.535
爬长坡性能,比亚迪 纯电动,6.944
立柱扶手,比亚迪 纯电动,5.936
减速玻璃,比亚迪 纯电动,6.598
轮胎外观,比亚迪 纯电动,6.315
松油门阻止感,比亚迪 纯电动,6.419
二三排控制区功能,比亚迪 纯电动,6.184
空气弹簧,比亚迪 纯电动,5.975
个性化元素,比亚迪 纯电动,6.978
主动阻尼悬挂,比亚迪 纯电动,6.003
陡坡缓降,比亚迪 纯电动,6.451
后视镜外观,比亚迪 纯电动,6.479
接缝大小及均匀性,比亚迪 纯电动,6.629
门把手外观,比亚迪 纯电动,6.579
卡钳外观,比亚迪 纯电动,6.191
雨刮器外观,比亚迪 纯电动,5.994
性价比,理想汽车 增程式,7.63
外观风格,理想汽车 增程式,7.745
内饰风格,理想汽车 增程式,7.716
零百加速,理想汽车 增程式,7.557
油耗WLTC,理想汽车 增程式,6.553
腿部空间,理想汽车 增程式,8.203
后备箱及周边空间,理想汽车 增程式,7.334
动力模式切换平顺性,理想汽车 增程式,7.458
头部空间,理想汽车 增程式,8.101
日常实际使用电耗,理想汽车 增程式,6.834
日常实际使用油耗,理想汽车 增程式,6.789
悬架滤振,理想汽车 增程式,7.165
油门响应,理想汽车 增程式,7.548
座椅材质,理想汽车 增程式,7.719
转向精准度,理想汽车 增程式,7.387
内饰材料及环保,理想汽车 增程式,7.409
加速平顺性,理想汽车 增程式,7.887
前脸外观,理想汽车 增程式,7.735
隔音,理想汽车 增程式,7.403
车尾外观,理想汽车 增程式,7.35
车机系统可靠性,理想汽车 增程式,7.552
车内布局,理想汽车 增程式,7.803
油耗NEDC,理想汽车 增程式,6.578
色彩搭配,理想汽车 增程式,7.505
中控屏功能,理想汽车 增程式,7.892
方向盘轻重调节,理想汽车 增程式,7.35
整车色彩,理想汽车 增程式,7.097
油耗CLTC,理想汽车 增程式,6.592
高速再加速性能,理想汽车 增程式,7.442
电耗WLTC,理想汽车 增程式,6.667
语音控制,理想汽车 增程式,7.789
换挡平顺性,理想汽车 增程式,7.506
馈电油耗,理想汽车 增程式,6.451
车身比例,理想汽车 增程式,7.249
风噪,理想汽车 增程式,6.948
最长续航里程,理想汽车 增程式,7.098
智能交互,理想汽车 增程式,7.995
质感、做工,理想汽车 增程式,7.554
动力系统可靠／耐久,理想汽车 增程式,7.381
空调制冷速度,理想汽车 增程式,7.667
NVH异响,理想汽车 增程式,6.681
座椅宽度,理想汽车 增程式,7.732
电耗CLTC,理想汽车 增程式,6.657
路噪,理想汽车 增程式,6.972
异味,理想汽车 增程式,6.54
储物,理想汽车 增程式,7.267
车机屏幕分辨率,理想汽车 增程式,7.918
辅助驾驶车道保持,理想汽车 增程式,7.651
自适应巡航,理想汽车 增程式,7.69
空调制热速度,理想汽车 增程式,7.638
座椅加热,理想汽车 增程式,7.796
响应速度,理想汽车 增程式,7.836
座椅调节便利性,理想汽车 增程式,7.667
坐垫厚度,理想汽车 增程式,7.712
自动泊车,理想汽车 增程式,7.275
氛围灯,理想汽车 增程式,7.036
发动机噪音,理想汽车 增程式,6.453
自动紧急制动,理想汽车 增程式,7.676
座椅通风,理想汽车 增程式,7.535
空调与通风,理想汽车 增程式,7.567
桌面APP,理想汽车 增程式,7.636
气囊,理想汽车 增程式,7.654
安全带,理想汽车 增程式,7.63
底盘系统可靠／耐久,理想汽车 增程式,7.335
车身系统可靠／耐久,理想汽车 增程式,7.422
车道偏离预警,理想汽车 增程式,7.672
制动距离,理想汽车 增程式,7.324
前碰撞预警,理想汽车 增程式,7.669
厂家口碑,理想汽车 增程式,7.525
车身刚度,理想汽车 增程式,7.669
事故车门自动解锁,理想汽车 增程式,7.581
屏幕尺寸,理想汽车 增程式,7.923
桌面布局,理想汽车 增程式,7.689
交互便利性,理想汽车 增程式,7.884
远程启动／关闭空调,理想汽车 增程式,7.552
事故车窗自动下降,理想汽车 增程式,7.533
盲区检测,理想汽车 增程式,7.614
气帘,理想汽车 增程式,7.652
儿童安全锁,理想汽车 增程式,7.535
事故自动下电,理想汽车 增程式,7.588
